Subject,Cond,N100_amp,P200_amp,N100_latency,P200_latency,peak_to_peak
OP0005,Perc,-1.3135422869483996e-05,1.0283646056568508e-05,0.1328125,0.15625,2.3419068926052502e-05
OP0005,Perc,-7.203353171116411e-06,5.307900730726504e-06,0.109375,0.234375,1.2511253901842916e-05
OP0005,Perc,-2.189101887610171e-06,2.817934729434357e-06,0.0859375,0.15625,5.007036617044528e-06
OP0005,Perc,-1.9801184298090144e-05,2.0386878638536112e-05,0.1484375,0.2109375,4.0188062936626256e-05
OP0005,Perc,-1.6312809236094143e-06,2.2582586654442856e-06,0.1484375,0.1796875,3.8895395890537e-06
OP0005,Perc,-9.629262745743488e-06,6.987055398330495e-06,0.09375,0.21875,1.6616318144073983e-05
OP0005,Perc,1.936702904560761e-06,1.3401486123916514e-05,0.1328125,0.1953125,1.1464783219355752e-05
OP0005,Perc,-6.761264486811889e-07,1.4546360698763912e-05,0.0859375,0.21875,1.52224871474451e-05
OP0005,Perc,-2.723385183097634e-06,2.7811827363371176e-06,0.1015625,0.1796875,5.5045679194347515e-06
OP0005,Perc,-3.4121173486063034e-06,3.059520814948829e-05,0.1171875,0.2421875,3.400732549809459e-05
OP0005,Perc,-1.676760031970784e-06,9.088849820052718e-06,0.1484375,0.1953125,1.0765609852023501e-05
OP0005,Perc,-5.3330967218963244e-06,1.2446822075065076e-05,0.0859375,0.203125,1.77799187969614e-05
OP0005,Perc,-9.041139218909418e-06,2.0260955175024998e-05,0.0859375,0.1953125,2.9302094393934416e-05
OP0005,Perc,-5.618774193597023e-06,1.583113878248704e-05,0.09375,0.2109375,2.1449912976084064e-05
OP0005,Perc,-5.886918622253606e-06,1.1288698875210888e-05,0.1171875,0.15625,1.7175617497464495e-05
OP0005,Prod,-3.6968759669855647e-06,1.3922746588263839e-05,0.125,0.1640625,1.7619622555249403e-05
OP0005,Prod,-5.3139859736574095e-06,1.510375795090943e-06,0.1015625,0.2421875,6.824361768748352e-06
OP0005,Prod,-2.1727729830593835e-06,1.0546578418097824e-05,0.1484375,0.2421875,1.2719351401157208e-05
OP0005,Prod,9.400948242796568e-06,1.1180504841990924e-05,0.0859375,0.15625,1.7795565991943565e-06
OP0005,Prod,-2.980233913954307e-06,1.943985982228317e-06,0.1328125,0.15625,4.924219896182624e-06
OP0005,Prod,-1.1589582624819902e-06,1.092369107940413e-05,0.0859375,0.21875,1.208264934188612e-05
OP0005,Prod,-1.632329060355084e-05,1.3569336111366433e-06,0.125,0.234375,1.7680224214687483e-05
OP0005,Prod,-8.422844035383679e-06,5.773745018000633e-06,0.109375,0.1953125,1.4196589053384311e-05
OP0005,Prod,-1.1299930600913484e-05,4.535897718621244e-06,0.125,0.2265625,1.5835828319534728e-05
OP0005,Prod,-3.884656198331762e-07,9.08310701438023e-06,0.109375,0.1875,9.471572634213406e-06
OP0005,Prod,-1.2043551936188837e-05,-4.8663275707115375e-06,0.0859375,0.15625,7.1772243654772995e-06
OP0005,Prod,-1.1653192599347759e-05,4.626547931425685e-06,0.1171875,0.1875,1.6279740530773446e-05
OP0005,Prod,3.5006813454823617e-06,7.46016041040358e-06,0.1328125,0.1875,3.959479064921219e-06
OP0005,Prod,2.4048011294187862e-06,1.4971652230659418e-05,0.1171875,0.2265625,1.2566851101240631e-05
OP0005,Prod,2.6637446935862288e-06,2.459632385108904e-05,0.09375,0.2109375,2.1932579157502812e-05
OP0005,Prod,-7.091292401803225e-06,1.7818335035977335e-06,0.125,0.171875,8.87312590540096e-06
OP0005,Prod,-7.1684002327406725e-06,3.3199984452049665e-06,0.09375,0.234375,1.0488398677945639e-05
OP0005,Prod,-4.837025980264561e-06,6.479886145817706e-07,0.1484375,0.2421875,5.485014594846332e-06
OP0005,Prod,-4.477417064107994e-06,4.013337181260346e-06,0.109375,0.1875,8.490754245368339e-06
OP0005,Prod,-7.330188389270292e-06,3.83887618670316e-06,0.1015625,0.1953125,1.1169064575973452e-05
OP0005,Prod,-9.075809704190333e-06,5.042349327268316e-06,0.125,0.2109375,1.4118159031458649e-05
OP0005,Prod,-7.756693431522282e-06,9.554407862504833e-06,0.1484375,0.21875,1.7311101294027115e-05
OP0005,Prod,-1.819039092929739e-05,6.932084660461723e-06,0.109375,0.1953125,2.5122475589759114e-05
OP0005,Prod,-3.965531776052543e-06,1.6283267395240396e-06,0.1484375,0.1953125,5.593858515576582e-06
OP0005,Prod,-1.0734189344031994e-05,-4.432903866966913e-07,0.1328125,0.2421875,1.0290898957335303e-05
OP0005,Prod,-2.8157571848320836e-06,6.070664241048589e-06,0.1484375,0.1953125,8.886421425880672e-06
OP0005,Prod,1.7817956201416549e-06,7.910767224103002e-06,0.109375,0.15625,6.128971603961347e-06
OP0005,Prod,-4.772541680760255e-06,5.491173302694778e-06,0.0859375,0.2421875,1.0263714983455033e-05
OP0005,Prod,-3.313574617526782e-06,1.1286772445319817e-05,0.0859375,0.171875,1.4600347062846599e-05
OP0005,Prod,-2.950675683424888e-06,8.764712882254919e-06,0.1484375,0.1796875,1.1715388565679807e-05
OP0005,Prod,-5.509759523118933e-06,4.775231113904485e-06,0.1328125,0.203125,1.0284990637023417e-05
OP0005,Prod,-2.3891723699340847e-05,-7.253187116070818e-06,0.1015625,0.21875,1.663853658327003e-05
OP0005,Prod,3.745529367228077e-07,9.769256768828924e-06,0.0859375,0.171875,9.394703832106116e-06
OP0005,Prod,-1.4856189415487323e-05,9.719846676674623e-07,0.109375,0.203125,1.5828174083154784e-05
OP0005,Prod,7.255929078915297e-06,1.346090045253036e-05,0.109375,0.15625,6.204971373615062e-06
OP0005,Prod,-3.614458476726988e-06,1.1544780546668427e-05,0.09375,0.2421875,1.5159239023395415e-05
OP0005,Prod,-3.970968989964752e-06,3.70153165144756e-06,0.125,0.2109375,7.672500641412313e-06
OP0005,Prod,-8.930750552465647e-07,4.529659828985321e-06,0.109375,0.171875,5.422734884231886e-06
OP0005,Prod,3.057218467576681e-06,1.0140188587228815e-05,0.09375,0.1875,7.082970119652134e-06
OP0005,Prod,-2.3519263225847887e-08,2.2706529381377194e-06,0.1484375,0.1640625,2.294172201363567e-06
OP0005,Prod,5.274964825613729e-06,1.7725395383688027e-05,0.0859375,0.1640625,1.2450430558074299e-05
OP0005,Prod,-9.10576561153946e-06,1.0931853857780165e-06,0.125,0.2265625,1.0198950997317475e-05
OP0005,Prod,-1.5937419560762324e-06,5.184335801969884e-06,0.0859375,0.2265625,6.778077758046116e-06
OP0005,Prod,-6.838827401116472e-06,6.85848504918676e-06,0.1484375,0.171875,1.3697312450303231e-05
OP0005,Prod,7.584115192220453e-06,6.98625184488182e-06,0.0859375,0.1875,5.978633473386327e-07
OP0005,Prod,-6.374729352317166e-06,3.2033465752870383e-06,0.0859375,0.203125,9.578075927604204e-06
OP0005,Prod,1.0537279501746139e-06,6.605658712201032e-06,0.0859375,0.1640625,5.551930762026418e-06
OP0005,Prod,-8.341220762589399e-06,2.717513833297886e-06,0.1328125,0.2265625,1.1058734595887285e-05
OP0005,Prod,-2.722504440975373e-06,6.122592550549985e-06,0.1015625,0.1640625,8.845096991525359e-06
OP0005,Prod,-4.276447018653874e-06,4.019289359458135e-06,0.1171875,0.2421875,8.295736378112009e-06
OP0005,Prod,-1.1802270422057466e-05,1.1165964593805146e-05,0.1484375,0.2421875,2.2968235015862614e-05
OP0005,Prod,-3.1731663643465774e-06,1.1300775422710619e-05,0.1171875,0.234375,1.4473941787057196e-05
OP0005,Prod,-6.972606285092674e-06,3.916733486403931e-06,0.1171875,0.15625,1.0889339771496605e-05
OP0005,Prod,-5.548446076956024e-06,4.1596718263836266e-06,0.1171875,0.21875,9.708117903339651e-06
OP0005,Prod,-2.191804076298852e-06,8.522988747110297e-06,0.1171875,0.21875,1.0714792823409148e-05
OP0005,Prod,-1.9586676276225834e-05,2.7124952588563522e-06,0.09375,0.21875,2.2299171535082187e-05
OP0005,Prod,-8.733300707303837e-07,4.256100072044795e-06,0.125,0.171875,5.129430142775179e-06
OP0005,Prod,-9.243676944746577e-06,1.6569102216981566e-06,0.1171875,0.2421875,1.0900587166444733e-05
OP0005,Prod,-1.0991011963004287e-05,9.60718940554071e-06,0.125,0.2109375,2.0598201368544996e-05
OP0005,Prod,-5.075333094485219e-06,-8.517533280876917e-07,0.1484375,0.171875,4.223579766397527e-06
OP0005,Prod,-3.152289525256293e-06,9.27090646152355e-06,0.125,0.1796875,1.2423195986779842e-05
OP0005,Prod,-2.528944000322852e-06,6.782785349790418e-06,0.1484375,0.2421875,9.31172935011327e-06
OP0005,Prod,-1.03899270528522e-05,9.69966340323072e-07,0.1484375,0.2421875,1.1359893393175273e-05
OP0005,Prod,-2.0867967980867536e-06,4.244840705491388e-06,0.0859375,0.15625,6.331637503578141e-06
OP0005,Prod,-1.0893435953933005e-05,6.482528238272187e-06,0.109375,0.203125,1.7375964192205192e-05
OP0005,Prod,-9.143799683033534e-06,1.5838487992812317e-06,0.125,0.203125,1.0727648482314767e-05
OP0005,Prod,-1.2872446307499931e-05,6.441062629544907e-06,0.109375,0.1640625,1.9313508937044837e-05
OP0005,Prod,4.911803007702919e-06,1.2666325747108585e-05,0.09375,0.15625,7.754522739405667e-06
OP0005,Prod,-1.2003745765140568e-05,2.9273512602033844e-06,0.1015625,0.2109375,1.4931097025343953e-05
OP0005,Prod,9.253535505865359e-07,7.233244849119128e-06,0.1484375,0.1953125,6.307891298532593e-06
OP0005,Prod,-2.317288598255742e-06,6.071814162879889e-06,0.1484375,0.2109375,8.38910276113563e-06
OP0005,Prod,-6.621792622558831e-06,1.5341330622079554e-05,0.09375,0.2421875,2.1963123244638385e-05
OP0005,Prod,-4.936592399706522e-06,5.712855837348223e-07,0.1015625,0.1796875,5.5078779834413445e-06
OP0005,Prod,1.139429090885801e-05,1.7651753643415253e-05,0.0859375,0.234375,6.257462734557243e-06
OP0005,Prod,-6.3965661383199435e-06,1.0757591690859183e-05,0.125,0.1953125,1.7154157829179127e-05
OP0005,Prod,-4.300170531724555e-06,1.3974077525377902e-05,0.0859375,0.2265625,1.827424805710246e-05
OP0005,Prod,-3.299042852185205e-06,1.4037316119468518e-05,0.1328125,0.21875,1.7336358971653724e-05
OP0005,Prod,-2.616960277332454e-06,3.6782710836031347e-06,0.125,0.15625,6.295231360935589e-06
OP0005,Prod,-2.4097368397160155e-06,8.852698369109866e-06,0.109375,0.15625,1.1262435208825881e-05
OP0005,Prod,-4.886509654148552e-06,3.829214053295677e-06,0.1015625,0.203125,8.71572370744423e-06
OP0005,Prod,-1.838704984874144e-05,-1.4048515052366225e-06,0.1328125,0.203125,1.6982198343504816e-05
OP0005,Prod,8.724000333765076e-07,2.7786151109861678e-06,0.140625,0.15625,1.90621507760966e-06
OP0005,Prod,-1.5327655987999232e-06,-1.4752200805716558e-06,0.1484375,0.1796875,5.754551822826736e-08
OP0005,Prod,9.347875196377042e-06,2.1464249636857386e-05,0.125,0.1875,1.2116374440480343e-05
OP0005,Prod,5.330503469281321e-06,1.206543100189343e-05,0.1328125,0.203125,6.734927532612109e-06
OP0005,Prod,-1.2525496933684414e-05,8.336515574049187e-06,0.1328125,0.1875,2.0862012507733603e-05
OP0005,Prod,5.649625782137633e-06,2.14301588623983e-05,0.09375,0.1796875,1.5780533080260667e-05
OP0005,Prod,-8.027234613461074e-06,-2.3253191832084326e-06,0.1484375,0.203125,5.701915430252642e-06
OP0005,Prod,2.5667477212338473e-06,6.802174772184467e-06,0.1328125,0.15625,4.23542705095062e-06
OP0005,Prod,1.2399966385589696e-06,2.9306968428313145e-06,0.1484375,0.1796875,1.6907002042723449e-06
OP0005,Prod,-8.191661350351206e-06,-5.620914854397864e-06,0.0859375,0.171875,2.570746495953342e-06
OP0005,Prod,3.6149223096158423e-06,4.83162129729105e-06,0.1484375,0.1640625,1.2166989876752076e-06
OP0005,Prod,-8.25787480571403e-06,1.3734419682826365e-05,0.109375,0.171875,2.1992294488540394e-05
OP0005,Prod,-5.1652082756045526e-06,2.562361401036153e-06,0.1484375,0.1875,7.727569676640705e-06
OP0005,Prod,-1.3973637682973588e-06,1.051625039548102e-05,0.0859375,0.2109375,1.1913614163778378e-05
OP0005,Prod,-1.31803364298206e-06,6.6019606056847895e-06,0.1484375,0.1875,7.91999424866685e-06
OP0005,Prod,5.160472876824981e-07,9.150494800719778e-06,0.109375,0.2109375,8.63444751303728e-06
OP0005,Prod,-1.6900190632858005e-06,1.0430600256264868e-05,0.1015625,0.1875,1.2120619319550668e-05
OP0005,Prod,-2.137671510918907e-06,8.493935806623063e-06,0.1484375,0.203125,1.063160731754197e-05
OP0005,Prod,-3.2213797434220965e-06,8.479692425523363e-06,0.125,0.1953125,1.170107216894546e-05
OP0005,Prod,-8.859873480057846e-06,9.738485000410973e-07,0.1484375,0.2421875,9.833721980098945e-06
OP0005,Prod,4.8383264151861166e-06,5.680137519352449e-06,0.09375,0.15625,8.418111041663325e-07
OP0005,Prod,3.890987325818523e-06,6.131376715130021e-06,0.1015625,0.21875,2.240389389311498e-06
OP0005,Prod,-9.110732911944446e-06,9.104448432516332e-07,0.140625,0.2265625,1.002117775519608e-05
OP0005,Prod,1.6986780427631317e-06,1.1604162643041138e-05,0.0859375,0.171875,9.905484600278006e-06
OP0005,Prod,-1.1029392642035846e-05,-4.78158505945948e-06,0.1171875,0.1953125,6.247807582576366e-06
OP0005,Prod,-1.6947332555210812e-05,2.235328996629516e-06,0.109375,0.2421875,1.9182661551840327e-05
OP0005,Prod,-7.854808413119464e-06,8.03555967816222e-06,0.1328125,0.2421875,1.5890368091281683e-05
OP0005,Prod,-5.641059553396337e-06,3.7355799580013847e-06,0.109375,0.1640625,9.376639511397722e-06
OP0005,Prod,-2.492982462340975e-05,3.6678925466320208e-06,0.0859375,0.1796875,2.859771717004177e-05
OP0005,Prod,2.8614949859776373e-06,1.528274881254517e-05,0.109375,0.1796875,1.2421253826567534e-05
OP0005,Prod,-6.697056783908145e-06,8.966185710979813e-06,0.0859375,0.1875,1.566324249488796e-05
OP0005,Prod,-2.9131030939252596e-06,5.8732922987476175e-06,0.125,0.2109375,8.786395392672878e-06
OP0005,Prod,-8.365330520679845e-06,-2.0843582766338173e-07,0.140625,0.2421875,8.156894693016464e-06
OP0005,Prod,-1.2903673822066235e-05,1.4796704994597184e-05,0.09375,0.2265625,2.7700378816663418e-05
OP0005,Prod,1.787333592182492e-06,4.646689623023891e-06,0.0859375,0.1953125,2.8593560308413985e-06
OP0005,Prod,-3.765000924916532e-07,5.793517390305135e-06,0.125,0.1953125,6.170017482796788e-06
OP0005,Prod,-7.796868733653856e-06,1.4467101077202096e-05,0.140625,0.1953125,2.226396981085595e-05
OP0005,Prod,2.147998411630353e-07,7.758236444660525e-06,0.140625,0.234375,7.54343660349749e-06
OP0005,Prod,5.1495273092082535e-06,1.0368087331211706e-05,0.1484375,0.1875,5.218560022003453e-06
OP0005,Prod,7.412906761540494e-06,2.798395751485842e-05,0.109375,0.171875,2.0571050753317927e-05
OP0005,Prod,-1.4549737076456876e-06,9.526551040255072e-06,0.09375,0.2421875,1.098152474790076e-05
OP0005,Prod,3.4188346419949486e-06,2.558240322235952e-05,0.09375,0.171875,2.216356858036457e-05
OP0005,Prod,-2.0942176756943485e-06,9.305929191011401e-06,0.0859375,0.2421875,1.140014686670575e-05
OP0005,Prod,-5.792212192992099e-06,8.443428395884591e-06,0.1015625,0.203125,1.4235640588876691e-05
OP0005,Prod,5.418934811740151e-06,1.4514260313414054e-05,0.0859375,0.171875,9.095325501673904e-06
OP0005,Prod,-2.0469904743906728e-06,1.0294531731442016e-05,0.109375,0.15625,1.234152220583269e-05
OP0005,Prod,-8.926277930489398e-06,1.0986527164933332e-05,0.09375,0.15625,1.991280509542273e-05
OP0005,Prod,-6.162864257003357e-08,3.5260950228940517e-06,0.1484375,0.2421875,3.5877236654640853e-06
OP0005,Prod,1.3339464404575737e-06,9.497862808439062e-06,0.109375,0.1953125,8.163916367981489e-06
OP0005,Prod,-5.802966200726689e-06,-8.387622507550537e-07,0.1484375,0.2109375,4.9642039499716345e-06
OP0005,Prod,-6.307671337746876e-06,1.2063555639533113e-06,0.1328125,0.1875,7.514026901700187e-06
OP0005,Prod,1.8692384249248707e-06,7.747459863836884e-06,0.09375,0.203125,5.878221438912014e-06
OP0005,Prod,4.9306022276533415e-06,8.540384634809923e-06,0.1484375,0.171875,3.6097824071565816e-06
OP0005,Prod,-1.5252507875052881e-06,1.197832336522471e-05,0.1015625,0.234375,1.3503574152729998e-05
OP0005,Prod,-1.200851538146895e-05,-4.012121272346807e-06,0.1171875,0.1796875,7.996394109122144e-06
OP0005,Prod,-3.981272143227888e-06,3.52829252042583e-06,0.140625,0.2421875,7.5095646636537175e-06
OP0005,Prod,-1.130472934198578e-05,-2.124696731404158e-06,0.1171875,0.21875,9.18003261058162e-06
OP0005,Prod,-4.477502034539325e-06,3.7537649019123866e-06,0.1171875,0.1875,8.231266936451712e-06
OP0005,Prod,-1.9488933007484704e-06,2.613086288298552e-07,0.1484375,0.2421875,2.2102019295783254e-06
OP0005,Prod,-1.2754330590879807e-05,6.739121279813529e-07,0.125,0.2421875,1.342824271886116e-05
OP0005,Prod,2.839202487492315e-07,6.391154392384374e-06,0.0859375,0.171875,6.107234143635142e-06
OP0005,Prod,-8.77956599447188e-06,1.4071194255945094e-06,0.0859375,0.1953125,1.0186685420066389e-05
OP0005,Prod,-4.819127328327981e-06,-1.0951731180026565e-06,0.140625,0.1875,3.723954210325324e-06
OP0005,Prod,-8.098440549735811e-07,3.357161502675082e-06,0.109375,0.15625,4.1670055576486636e-06
OP0005,Prod,-5.848180974842313e-06,3.5645603127084793e-06,0.1328125,0.15625,9.412741287550793e-06
OP0005,Prod,-9.5484769030344e-06,-8.650359810431246e-06,0.1484375,0.2421875,8.981170926031532e-07
OP0005,Prod,-2.3631680142892456e-06,1.1577852055828235e-05,0.09375,0.1640625,1.3941020070117481e-05
OP0005,Prod,-1.6442742063200336e-05,-4.821095292365457e-06,0.1328125,0.171875,1.162164677083488e-05
OP0005,Prod,-3.768930428381789e-07,8.854324198330213e-06,0.140625,0.1640625,9.231217241168392e-06
OP0005,Prod,1.9683977757276794e-06,7.160192559153478e-06,0.1015625,0.1875,5.191794783425798e-06
OP0005,Prod,6.655511779806731e-06,1.4331461577706177e-05,0.0859375,0.2109375,7.675949797899445e-06
OP0005,Prod,-6.429900924514614e-06,8.423005119194702e-06,0.1171875,0.1796875,1.4852906043709317e-05
OP0005,Prod,2.8632099175546506e-06,2.5896923637491e-06,0.1484375,0.15625,2.735175538055504e-07
OP0005,Prod,-5.8686044933103e-06,2.2734815685196836e-05,0.1015625,0.1953125,2.8603420178507134e-05
OP0005,Prod,-9.396935300315088e-06,1.2463155629484196e-05,0.1015625,0.21875,2.1860090929799285e-05
OP0005,Prod,-1.7059970795632885e-06,2.4567613959639487e-06,0.125,0.15625,4.162758475527237e-06
OP0005,Prod,4.220502071316596e-07,1.1834242101697182e-05,0.109375,0.171875,1.1412191894565522e-05
OP0005,Prod,-2.261798001896111e-06,5.6226298300476195e-06,0.1171875,0.2265625,7.88442783194373e-06
OP0005,Prod,6.5609703272329146e-06,1.407505823293186e-05,0.140625,0.1640625,7.514087905698946e-06
OP0005,Prod,3.342376571047573e-06,2.3491305929283052e-05,0.109375,0.2109375,2.014892935823548e-05
OP0005,Prod,-9.688442450549639e-06,1.5392622334478768e-05,0.09375,0.15625,2.508106478502841e-05
OP0005,Prod,3.5279010779236963e-06,9.68798108916646e-06,0.125,0.1953125,6.160080011242763e-06
OP0005,Prod,-3.616879432501878e-06,-7.743299374410142e-07,0.1328125,0.234375,2.842549495060864e-06
OP0005,Prod,-6.748336836130726e-06,1.93845536178454e-06,0.109375,0.1796875,8.686792197915266e-06
OP0005,Prod,-7.492423724903504e-06,8.321579788550822e-07,0.1484375,0.171875,8.324581703758586e-06
OP0005,Prod,-9.058795542768182e-06,-3.6242769877458072e-06,0.1328125,0.203125,5.434518555022375e-06
OP0005,Prod,-1.0034582074485407e-05,1.933287829076159e-05,0.0859375,0.1875,2.9367460365246994e-05
OP0005,Prod,-2.0799419658495256e-05,2.0088228848283366e-07,0.1484375,0.2109375,2.100030194697809e-05
OP0005,Prod,3.241511236020337e-06,1.4514079196227659e-05,0.1328125,0.1796875,1.127256796020732e-05
OP0005,Prod,4.695567454987154e-06,6.922917203507665e-06,0.109375,0.203125,2.2273497485205114e-06
OP0005,Prod,-3.657075462445185e-07,7.222120746535183e-06,0.09375,0.15625,7.587828292779702e-06
OP0005,Prod,-1.1921756852152275e-05,1.1431425705273676e-05,0.1171875,0.15625,2.335318255742595e-05
OP0005,Prod,-7.365044772896255e-06,3.843644122311019e-06,0.09375,0.1640625,1.1208688895207274e-05
OP0005,Prod,3.03943381752848e-06,1.256128451409234e-05,0.125,0.15625,9.52185069656386e-06
OP0005,Prod,-4.796332708268055e-06,1.0873610858097262e-06,0.125,0.21875,5.883693794077782e-06
OP0005,Prod,-1.4644174735304267e-05,-3.5858775239628936e-06,0.1015625,0.2109375,1.1058297211341374e-05
OP0005,Prod,4.61084256100175e-06,1.3803029843861377e-05,0.1328125,0.2265625,9.192187282859627e-06
OP0005,Prod,-5.756856094313201e-06,3.852451806363678e-06,0.09375,0.234375,9.609307900676877e-06
OP0005,Prod,-6.717349802354043e-06,1.4698956144383877e-05,0.1328125,0.1953125,2.141630594673792e-05
OP0005,Prod,-5.880320866338919e-06,5.879537826565724e-06,0.140625,0.1875,1.1759858692904644e-05
OP0005,Prod,-9.794976160828519e-06,6.114603614198846e-06,0.1015625,0.1640625,1.5909579775027364e-05
OP0005,Prod,-6.909670517604158e-06,6.2309616538784e-06,0.1171875,0.2265625,1.3140632171482557e-05
OP0005,Prod,-1.25791891223148e-06,4.686134275592822e-06,0.0859375,0.15625,5.944053187824302e-06
OP0005,Prod,9.149277492699434e-06,2.033018827455331e-05,0.09375,0.15625,1.1180910781853876e-05
OP0005,Prod,-1.1680369441961822e-05,2.415892494321198e-06,0.09375,0.2421875,1.4096261936283019e-05
OP0005,Prod,1.090995745281144e-05,1.372590278736378e-05,0.1015625,0.1875,2.81594533455234e-06
OP0005,Prod,5.464996293391879e-06,1.973616198285813e-06,0.1484375,0.1796875,3.491380095106066e-06
OP0005,Prod,-9.436953935791644e-06,1.719154461710299e-05,0.125,0.171875,2.6628498552894636e-05
OP0005,Prod,-4.267361397639976e-06,8.271398193327997e-06,0.0859375,0.1796875,1.2538759590967973e-05
OP0005,Prod,-6.392553736498432e-06,4.585345072948262e-06,0.0859375,0.2109375,1.0977898809446694e-05
OP0005,Prod,5.96773224313261e-06,9.534515832274514e-06,0.1015625,0.2109375,3.5667835891419042e-06
OP0005,Prod,-7.134630228971378e-06,1.317612330945503e-05,0.0859375,0.203125,2.0310753538426407e-05
OP0005,Prod,-1.1336225616462908e-05,-2.2726945217467144e-06,0.140625,0.1640625,9.063531094716194e-06
OP0005,Prod,-2.5745616993820254e-06,1.0157701182532124e-05,0.1328125,0.2421875,1.273226288191415e-05
OP0005,Prod,-9.963686790296397e-07,1.1666039611882313e-05,0.1015625,0.15625,1.2662408290911952e-05
OP0005,Prod,2.0963232815489174e-06,6.2185155085480995e-06,0.1171875,0.1640625,4.122192226999183e-06
OP0005,Prod,-8.894456091336794e-07,1.4897820628584037e-05,0.109375,0.2421875,1.5787266237717717e-05
OP0005,Prod,-2.97158259025237e-06,1.3193093317436527e-06,0.1484375,0.1796875,4.290891921996022e-06
OP0005,Prod,1.2192847323479605e-06,1.4252868369264716e-05,0.125,0.1796875,1.3033583636916755e-05
OP0005,Prod,-2.949642669400314e-06,1.1211812483499414e-05,0.0859375,0.203125,1.4161455152899728e-05
OP0005,Prod,-2.039282280768728e-06,-3.5727738991797093e-06,0.1328125,0.15625,1.5334916184109813e-06
OP0005,Prod,3.064280280870551e-07,1.0300923121764164e-05,0.09375,0.234375,9.99449509367711e-06
OP0005,Prod,-1.076196454010991e-05,3.293334240253373e-06,0.1171875,0.15625,1.4055298780363282e-05
OP0005,Prod,-7.170259606014868e-06,-3.9663246318211554e-07,0.0859375,0.2421875,6.773627142832752e-06
OP0005,Prod,-5.243066679445701e-06,1.5820136992529858e-06,0.1484375,0.1953125,6.825080378698687e-06
OP0005,Prod,-5.996299780305738e-06,3.533019590656957e-06,0.140625,0.2421875,9.529319370962696e-06
OP0005,Prod,-7.699204100526287e-06,-5.815349765851001e-07,0.09375,0.2109375,7.117669123941187e-06
OP0005,Prod,-3.6195244458905123e-07,5.200655383709181e-06,0.1015625,0.1953125,5.562607828298233e-06
OP0005,Prod,-1.0569870818871614e-05,1.8324460513279524e-06,0.0859375,0.1640625,1.2402316870199566e-05
OP0005,Prod,1.612647060659891e-06,7.135183184446284e-06,0.1171875,0.15625,5.522536123786393e-06
OP0005,Prod,3.6003179304699268e-06,1.7815131337723447e-05,0.109375,0.1640625,1.421481340725352e-05
OP0005,Prod,2.5236698032630147e-06,3.0457910420157324e-06,0.1484375,0.1796875,5.221212387527177e-07
OP0005,Prod,-9.653976327325634e-07,4.112801713523696e-06,0.1171875,0.1796875,5.0781993462562595e-06
OP0005,Prod,-1.4368398124329464e-07,3.1692827484281e-06,0.09375,0.15625,3.312966729671395e-06
OP0005,Prod,-1.3479164733839238e-05,7.58427119888636e-07,0.1015625,0.234375,1.4237591853727875e-05
OP0005,Prod,-1.4068575945674397e-05,3.4142717404030696e-06,0.1015625,0.2421875,1.7482847686077466e-05
OP0005,Prod,7.337022122596748e-06,1.3416235603989585e-05,0.1171875,0.203125,6.079213481392837e-06
OP0005,Prod,1.9004857393220778e-06,1.548880275531656e-05,0.0859375,0.2109375,1.3588317015994482e-05
OP0005,Prod,8.772548570141437e-07,5.796864544416153e-06,0.09375,0.15625,4.919609687402009e-06
OP0005,Prod,-1.9733206095671842e-05,7.517530662485913e-06,0.125,0.2421875,2.7250736758157756e-05
OP0005,Prod,-6.903740113280789e-07,1.256216090759421e-05,0.1015625,0.171875,1.3252534918922289e-05
OP0005,Prod,2.1467405560599342e-06,6.316591262355045e-06,0.0859375,0.171875,4.1698507062951116e-06
OP0005,Prod,4.207995535602929e-06,1.4721414543421061e-05,0.109375,0.171875,1.0513419007818133e-05
OP0005,Prod,-5.142019369842057e-06,3.85741446404881e-06,0.1015625,0.2421875,8.999433833890866e-06
OP0005,Prod,5.038416751478972e-06,4.148707462660799e-06,0.1484375,0.15625,8.897092888181728e-07
OP0005,Prod,1.547524927901043e-06,1.0961934612188338e-05,0.0859375,0.15625,9.414409684287295e-06
OP0005,Prod,-7.226278958257397e-06,1.3851857698725583e-06,0.1328125,0.171875,8.611464728129956e-06
OP0005,Prod,-3.1759594977049378e-06,4.988158059116806e-07,0.109375,0.21875,3.6747753036166182e-06
OP0005,Prod,9.561409263495591e-07,1.4495918072265477e-05,0.09375,0.2109375,1.3539777145915919e-05
OP0005,Prod,-2.1646737675718662e-07,7.171357573016534e-06,0.0859375,0.21875,7.38782494977372e-06
OP0005,Prod,-8.702084077968021e-06,4.266799801201089e-06,0.125,0.1953125,1.296888387916911e-05
OP0005,Prod,7.472107336274962e-07,1.0217216506080366e-05,0.0859375,0.1875,9.47000577245287e-06
OP0005,Prod,-3.7021472782539416e-06,8.349678475556493e-06,0.109375,0.15625,1.2051825753810434e-05
OP0005,Prod,-1.1927435639881073e-05,8.516011998566606e-06,0.1171875,0.171875,2.044344763844768e-05
OP0005,Prod,-6.071342971527277e-06,1.196739097568554e-06,0.1484375,0.1875,7.268082069095832e-06
OP0005,Prod,-3.6693863597723646e-06,2.2762985792157547e-06,0.0859375,0.15625,5.945684938988119e-06
OP0005,Prod,3.967359957846426e-06,9.33744787288473e-06,0.109375,0.15625,5.370087915038304e-06
