Subject,Cond,N100_amp,P200_amp,N100_latency,P200_latency,peak_to_peak
OP0002,Shuff,-8.496551479562631e-06,4.474275829761419e-06,0.1015625,0.15625,1.297082730932405e-05
OP0002,Shuff,-2.1888590044656775e-05,1.8202039284670236e-05,0.1015625,0.2421875,4.009062932932701e-05
OP0002,Shuff,-2.4621870127844607e-05,5.746496972923648e-06,0.1328125,0.1875,3.0368367100768256e-05
OP0002,Shuff,-2.3737690343266936e-05,1.4644968844504241e-05,0.109375,0.2421875,3.838265918777118e-05
OP0002,Shuff,-2.584612677633977e-05,6.114771320724155e-06,0.125,0.1875,3.196089809706393e-05
OP0002,Shuff,-2.6614219823688972e-05,1.6996999674427525e-05,0.1328125,0.21875,4.36112194981165e-05
OP0002,Shuff,-4.079159769001388e-06,1.3361194324123825e-05,0.1484375,0.1953125,1.7440354093125212e-05
OP0002,Shuff,-9.951220914563196e-06,2.4398690065378594e-05,0.0859375,0.2421875,3.434991097994179e-05
OP0002,Shuff,-1.653732324869112e-05,2.2222519290864665e-05,0.1484375,0.203125,3.875984253955578e-05
OP0002,Shuff,-2.3115136707302486e-05,2.6049257147603447e-05,0.1171875,0.171875,4.916439385490593e-05
OP0002,Shuff,-2.388225218588682e-05,-1.1048968106058338e-06,0.09375,0.171875,2.2777355375280986e-05
OP0002,Shuff,-1.5283258411225482e-05,2.80142917089697e-05,0.109375,0.15625,4.329755012019518e-05
OP0002,Shuff,-6.918695133250444e-06,2.7310748355189964e-06,0.1328125,0.1640625,9.649769968769441e-06
OP0002,Shuff,-3.3212248816104154e-05,1.6770497669622662e-05,0.1328125,0.2109375,4.998274648572681e-05
OP0002,Shuff,-1.8076074220007518e-05,1.0057675415766812e-05,0.1328125,0.203125,2.813374963577433e-05
OP0002,Shuff,-1.1458483702099258e-05,1.1020340836667888e-05,0.1171875,0.1953125,2.2478824538767146e-05
OP0002,Shuff,-7.439331366880925e-06,1.3768060295975502e-06,0.1328125,0.1875,8.816137396478475e-06
OP0002,Shuff,-4.695833710225875e-06,1.1696062517923345e-05,0.140625,0.1875,1.639189622814922e-05
OP0002,Shuff,-1.659101879273327e-05,4.545082477640787e-06,0.140625,0.171875,2.1136101270374057e-05
OP0002,Shuff,-1.609970488554707e-05,5.9963763510286045e-06,0.1484375,0.21875,2.2096081236575673e-05
OP0002,Shuff,-1.7739585474659924e-05,1.0210409906156226e-06,0.09375,0.234375,1.8760626465275546e-05
OP0002,Shuff,8.96928045900471e-06,7.200991734887926e-06,0.1484375,0.15625,1.7682887241167845e-06
OP0002,Shuff,-1.559674694292542e-05,5.36926058792839e-06,0.0859375,0.15625,2.096600753085381e-05
OP0002,Shuff,-1.3596322999861075e-05,-1.352589735214074e-06,0.1328125,0.1875,1.2243733264647e-05
OP0002,Shuff,-2.7424042951764416e-05,1.1275468006482578e-05,0.09375,0.171875,3.8699510958246996e-05
OP0002,Shuff,-7.011122590013872e-06,1.123668043775179e-05,0.0859375,0.2265625,1.8247803027765662e-05
OP0002,Shuff,-4.071524662071837e-06,1.4430109345452593e-05,0.1171875,0.1640625,1.850163400752443e-05
OP0002,Shuff,-1.4628975915232409e-06,6.039749514212274e-06,0.1171875,0.171875,7.502647105735514e-06
OP0002,Shuff,-1.4073526939300278e-05,1.5192298967560653e-05,0.1015625,0.21875,2.9265825906860933e-05
OP0002,Shuff,-2.3596907328282134e-05,3.1572669832265487e-06,0.1015625,0.1640625,2.6754174311508683e-05
OP0002,Shuff,-5.360429046743407e-06,7.336467382428684e-06,0.0859375,0.2421875,1.2696896429172092e-05
OP0002,Shuff,-1.0343194153553973e-05,1.056688770830153e-05,0.0859375,0.2265625,2.0910081861855505e-05
OP0002,Shuff,-1.749113627417597e-05,1.7961795444930833e-05,0.1484375,0.1875,3.54529317191068e-05
OP0002,Shuff,-1.7668412588995705e-05,1.9471987658648012e-05,0.0859375,0.15625,3.714040024764372e-05
OP0002,Shuff,-1.0841050210079499e-05,8.777780342709518e-06,0.109375,0.2421875,1.9618830552789017e-05
OP0002,Shuff,-1.5014784164768662e-05,9.327000820510447e-06,0.1015625,0.234375,2.434178498527911e-05
OP0002,Shuff,-5.583874143268435e-06,1.3271122523992346e-05,0.1484375,0.234375,1.885499666726078e-05
OP0002,Shuff,-3.842445154403128e-06,1.797310738196362e-05,0.109375,0.2421875,2.1815552536366748e-05
OP0002,Shuff,-6.501575457101729e-06,1.1173103097714464e-05,0.125,0.15625,1.767467855481619e-05
OP0002,Shuff,-1.3066877044445123e-06,1.0367496227339668e-05,0.1484375,0.2421875,1.167418393178418e-05
OP0002,Shuff,-1.8638074351966756e-05,9.273607540237571e-07,0.109375,0.15625,1.9565435105990513e-05
OP0002,Shuff,-1.7635819296393488e-05,3.2860920800394474e-06,0.1015625,0.2421875,2.0921911376432935e-05
OP0002,Shuff,-5.06434270301132e-07,1.0383451643265734e-05,0.125,0.1953125,1.0889885913566865e-05
OP0002,Shuff,-1.4942769708915697e-06,1.4472060966738978e-05,0.0859375,0.2421875,1.596633793763055e-05
OP0002,Shuff,-1.1582781882432045e-05,2.36194829628778e-05,0.09375,0.2421875,3.520226484530985e-05
OP0002,Shuff,-1.2766037623665701e-05,7.955054145954077e-06,0.0859375,0.234375,2.0721091769619776e-05
OP0002,Shuff,-4.644404936156985e-06,7.421612694340747e-06,0.0859375,0.1640625,1.2066017630497732e-05
OP0002,Shuff,6.399727126966231e-07,1.9909421541660452e-06,0.1484375,0.21875,1.3509694414694221e-06
OP0002,Shuff,-1.6019633457992184e-05,1.5146892664191704e-05,0.1328125,0.21875,3.1166526122183884e-05
OP0002,Shuff,-1.1178946393227561e-05,6.130569732811332e-06,0.1328125,0.203125,1.7309516126038894e-05
OP0002,Shuff,-1.9026341799710622e-05,1.1006460929051769e-05,0.125,0.171875,3.003280272876239e-05
OP0002,Shuff,-1.0703999123807401e-05,4.263984679102611e-06,0.140625,0.203125,1.4967983802910012e-05
OP0002,Shuff,2.0345529867524138e-06,2.031440998596339e-05,0.1484375,0.2109375,1.8279856999210975e-05
OP0002,Shuff,-4.9840915166100674e-06,1.1803550244103614e-05,0.0859375,0.15625,1.6787641760713684e-05
OP0002,Shuff,-1.3742729663772042e-05,1.0077530351518177e-05,0.1171875,0.234375,2.382026001529022e-05
OP0002,Shuff,-9.337474975281298e-06,1.7952209796334555e-05,0.109375,0.171875,2.728968477161585e-05
OP0002,Shuff,-4.532129258557947e-06,6.945016967441059e-06,0.125,0.1640625,1.1477146225999007e-05
OP0002,Shuff,-7.868758075558187e-06,1.3858457020274048e-06,0.1328125,0.2421875,9.254603777585591e-06
OP0002,Shuff,-7.8415891720067e-06,4.969249032408124e-06,0.1015625,0.2109375,1.2810838204414824e-05
OP0002,Shuff,-7.017882052061475e-06,-3.9647547600749795e-07,0.125,0.15625,6.621406576053977e-06
OP0002,Shuff,-1.2906442328930226e-05,7.3823212334414396e-06,0.125,0.1640625,2.0288763562371666e-05
OP0002,Shuff,-1.7207262121400628e-05,1.6962841205555708e-05,0.1328125,0.1953125,3.417010332695633e-05
OP0002,Shuff,-3.5818717696282085e-07,1.1866073601605204e-05,0.1484375,0.2421875,1.2224260778568024e-05
OP0002,Shuff,-2.375824315485712e-05,1.8969673245925586e-05,0.1484375,0.203125,4.2727916400782704e-05
OP0002,Shuff,-1.1213936698391412e-05,5.272814266931049e-06,0.0859375,0.15625,1.6486750965322463e-05
OP0002,Shuff,-6.130721844269895e-06,9.489085400082885e-06,0.0859375,0.1953125,1.5619807244352778e-05
OP0002,Shuff,-1.1944060348255188e-05,8.985495424259147e-06,0.1171875,0.171875,2.0929555772514337e-05
OP0002,Shuff,-9.378953557716875e-06,1.747774198196669e-05,0.1015625,0.171875,2.6856695539683566e-05
OP0002,Shuff,-1.749682079067731e-05,-9.401710572736714e-06,0.1015625,0.15625,8.095110217940597e-06
OP0002,Shuff,-1.472811512117106e-05,1.9623537446444508e-05,0.1484375,0.21875,3.435165256761557e-05
OP0002,Shuff,7.092991904528912e-07,5.113007479057337e-06,0.1171875,0.15625,4.4037082886044455e-06
OP0002,Shuff,-7.268257240578629e-06,4.879097805521867e-06,0.1015625,0.2421875,1.2147355046100495e-05
OP0002,Shuff,-6.2656988909443215e-06,4.031053828281202e-06,0.1484375,0.1953125,1.0296752719225523e-05
OP0002,Shuff,-2.178119031524097e-05,2.665069800564655e-05,0.1328125,0.171875,4.843188832088752e-05
OP0002,Shuff,-3.85968059588339e-06,7.55183972530067e-06,0.125,0.1796875,1.141152032118406e-05
OP0002,Shuff,7.4313512422551395e-06,1.661882469305996e-05,0.109375,0.1640625,9.187473450804818e-06
OP0002,Shuff,-1.5980232824492154e-05,2.242813044160074e-06,0.109375,0.1640625,1.8223045868652228e-05
OP0002,Shuff,-1.4889901877038362e-05,2.1060769768565286e-06,0.0859375,0.171875,1.699597885389489e-05
OP0002,Shuff,2.311017515901388e-06,9.835269410271058e-06,0.1484375,0.2421875,7.524251894369669e-06
OP0002,Shuff,-6.186580529223252e-07,-1.733174882498122e-06,0.1484375,0.2265625,1.114516829575797e-06
OP0002,Shuff,-1.3885225841053205e-05,-2.979276887927586e-06,0.109375,0.15625,1.090594895312562e-05
OP0002,Shuff,-7.839769898103871e-06,1.4233005764261085e-05,0.1484375,0.234375,2.2072775662364957e-05
OP0002,Shuff,-2.312895268745194e-05,-1.3186015553968508e-06,0.1015625,0.234375,2.181035113205509e-05
OP0002,Shuff,-1.0081557362767746e-05,2.7388439051686937e-05,0.109375,0.1640625,3.746999641445468e-05
OP0002,Shuff,-3.7072822459694e-06,-3.510801637084725e-06,0.1328125,0.1796875,1.9648060888467478e-07
OP0002,Shuff,-1.0198110092458802e-05,7.008725786065581e-06,0.1484375,0.21875,1.7206835878524384e-05
OP0002,Shuff,-1.4796226190419143e-05,6.194824050675589e-06,0.1484375,0.203125,2.099105024109473e-05
OP0002,Shuff,3.495579209719762e-06,1.3455325864704565e-05,0.140625,0.21875,9.959746654984803e-06
OP0002,Shuff,-7.893728078319741e-06,4.409465719950373e-06,0.1171875,0.2421875,1.2303193798270115e-05
OP0002,Shuff,-3.1470198873674854e-05,1.3318242792155735e-05,0.109375,0.1796875,4.478844166583059e-05
OP0002,Shuff,-3.6390911056903723e-06,1.5423009105706607e-05,0.0859375,0.15625,1.906210021139698e-05
OP0002,Shuff,-1.2680706440220482e-05,1.0345234625336836e-05,0.1484375,0.203125,2.302594106555732e-05
OP0002,Shuff,-2.0352143983890065e-05,1.2511140385766112e-06,0.109375,0.1640625,2.1603258022466677e-05
OP0002,Shuff,-1.5033419801978714e-05,-5.046540448761936e-06,0.1484375,0.2421875,9.986879353216778e-06
OP0002,Shuff,-8.876301529354534e-06,4.720254108767958e-06,0.1484375,0.2421875,1.3596555638122491e-05
OP0002,Shuff,-6.718076259835017e-06,3.4767647239490754e-06,0.140625,0.1875,1.0194840983784091e-05
OP0002,Shuff,-5.264666046672782e-06,1.1997649614542526e-05,0.125,0.2109375,1.7262315661215308e-05
OP0002,Shuff,-1.73758828825302e-06,8.796729405654464e-06,0.1484375,0.203125,1.0534317693907485e-05
OP0002,Shuff,-1.5901337489754122e-05,9.531948228902938e-06,0.09375,0.234375,2.543328571865706e-05
OP0002,Shuff,-2.073200511809481e-06,2.9797583099567748e-05,0.0859375,0.2421875,3.187078361137723e-05
OP0002,Shuff,-1.165168717715509e-05,1.3505642742392477e-05,0.140625,0.1875,2.5157329919547566e-05
OP0002,Shuff,-2.0512352193844146e-05,-1.2790338816766033e-06,0.1171875,0.1953125,1.9233318312167542e-05
OP0002,Shuff,-7.693795745860785e-06,1.549021663829915e-05,0.140625,0.1953125,2.3184012384159935e-05
OP0002,Shuff,-1.5961961195752445e-05,1.7086459158359058e-05,0.109375,0.171875,3.3048420354111504e-05
OP0002,Shuff,-6.725563495392886e-07,1.281197996963599e-05,0.1171875,0.234375,1.3484536319175279e-05
OP0002,Shuff,-2.63546239622262e-05,1.1088340501399e-05,0.1484375,0.1953125,3.74429644636252e-05
OP0002,Shuff,-5.851688713453982e-06,8.837819212458719e-07,0.1484375,0.171875,6.735470634699854e-06
OP0002,Shuff,-2.3645371661809366e-05,1.8269725623292878e-05,0.1328125,0.1875,4.1915097285102243e-05
OP0002,Shuff,-1.5249493149534922e-06,6.346963843172386e-06,0.1171875,0.15625,7.871913158125878e-06
OP0002,Shuff,-4.853982423800615e-06,5.9569900194269234e-06,0.0859375,0.15625,1.0810972443227539e-05
OP0002,Shuff,-1.7227209701324972e-05,2.1919054508894886e-06,0.140625,0.203125,1.941911515221446e-05
OP0002,Shuff,-1.0228123927612661e-05,9.409373009879041e-06,0.1484375,0.21875,1.96374969374917e-05
OP0002,Shuff,-6.3862593824397e-06,1.1529227399807286e-05,0.1484375,0.1953125,1.7915486782246985e-05
OP0002,Shuff,-6.8893304154311365e-06,-4.14255270356628e-06,0.1484375,0.1875,2.746777711864857e-06
OP0002,Shuff,-6.7740538392822585e-06,9.416131833004481e-07,0.0859375,0.2421875,7.715667022582706e-06
OP0002,Shuff,-3.324874571884982e-06,1.880166691072132e-05,0.1484375,0.2421875,2.2126541482606303e-05
OP0002,Shuff,-5.412538300436316e-06,7.141160943923719e-06,0.1171875,0.2421875,1.2553699244360036e-05
OP0002,Shuff,-1.8300752572990224e-05,3.2603519968986846e-05,0.0859375,0.2421875,5.090427254197707e-05
OP0002,Shuff,-8.147492996542307e-06,5.634274541346634e-06,0.125,0.2421875,1.3781767537888941e-05
OP0002,Shuff,-1.2784298501531054e-06,1.6039395579186453e-05,0.0859375,0.21875,1.7317825429339558e-05
OP0002,Shuff,-1.8338296902561282e-05,1.3450672570753709e-05,0.09375,0.1640625,3.178896947331499e-05
OP0002,Shuff,-9.137580522977888e-07,9.224414808016739e-06,0.09375,0.203125,1.0138172860314528e-05
OP0002,Shuff,-3.743946243766454e-06,1.7470148149563137e-05,0.0859375,0.234375,2.121409439332959e-05
OP0002,Shuff,-4.038956027012034e-06,2.008287970015476e-05,0.140625,0.1796875,2.4121835727166793e-05
OP0002,Shuff,2.214606547237039e-06,7.158600564250625e-06,0.0859375,0.171875,4.943994017013586e-06
OP0002,Shuff,-1.6033266292311658e-05,9.904484759805783e-07,0.109375,0.1875,1.7023714768292235e-05
OP0002,Shuff,-6.800641148226426e-06,1.3672166006864578e-05,0.109375,0.15625,2.0472807155091005e-05
OP0002,Shuff,-6.640116256010095e-06,3.699004446369469e-06,0.1484375,0.1796875,1.0339120702379563e-05
OP0002,Shuff,-9.755081408047504e-06,6.8169659248896054e-06,0.1484375,0.2421875,1.657204733293711e-05
OP0002,Shuff,-2.2108281476268318e-05,8.17367459344548e-06,0.1171875,0.171875,3.02819560697138e-05
OP0002,Shuff,-1.13759639787384e-05,1.2375076942404717e-05,0.09375,0.1796875,2.375104092114312e-05
OP0002,Shuff,-4.60946643073938e-06,1.70342457160497e-05,0.1484375,0.2421875,2.164371214678908e-05
OP0002,Shuff,-9.15009986867259e-06,1.2067981152555165e-05,0.1484375,0.21875,2.1218081021227758e-05
OP0002,Shuff,-9.16938862068188e-06,9.813880906712959e-06,0.140625,0.2109375,1.898326952739484e-05
OP0002,Shuff,-7.67264923181555e-06,6.690782494210874e-06,0.09375,0.2421875,1.4363431726026424e-05
OP0002,Shuff,-3.4012701237638897e-07,8.759448898959154e-06,0.140625,0.1875,9.099575911335543e-06
OP0002,Shuff,-5.071413687278209e-06,1.0616942018560955e-05,0.0859375,0.2265625,1.5688355705839162e-05
OP0002,Shuff,-9.30668738785563e-06,7.2329120125427116e-06,0.1484375,0.2109375,1.6539599400398343e-05
OP0002,Shuff,-8.687361115199756e-06,4.488466751698133e-06,0.0859375,0.234375,1.317582786689789e-05
OP0002,Shuff,2.383060100952977e-06,1.4302558758531905e-05,0.1171875,0.15625,1.1919498657578929e-05
OP0002,Shuff,-1.2734618456670137e-05,5.067466574423127e-06,0.09375,0.2421875,1.7802085031093264e-05
OP0002,Shuff,-7.546184382537438e-06,1.4220001591165186e-05,0.125,0.171875,2.1766185973702626e-05
OP0002,Shuff,-6.1202013568144295e-06,7.659879614892821e-06,0.140625,0.2109375,1.3780080971707251e-05
OP0002,Shuff,-1.4542059217822485e-05,3.0157401293895103e-05,0.1171875,0.1875,4.4699460511717586e-05
OP0002,Shuff,-1.9346238160270734e-05,3.5134951821981224e-05,0.09375,0.2421875,5.448118998225196e-05
OP0002,Shuff,1.1348408611539197e-05,1.6838625412725267e-05,0.0859375,0.2265625,5.49021680118607e-06
OP0002,Shuff,-1.1453343888776217e-05,-6.633206812542986e-07,0.1171875,0.15625,1.0790023207521918e-05
OP0002,Shuff,-4.229917573183008e-06,9.968949448758761e-06,0.1484375,0.2421875,1.4198867021941769e-05
OP0002,Shuff,-1.0005123505000257e-05,7.501812832306899e-06,0.1171875,0.171875,1.7506936337307156e-05
OP0002,Shuff,-3.377460388935078e-05,1.450292523619204e-05,0.1484375,0.1953125,4.8277529125542825e-05
OP0002,Shuff,-6.378710109725213e-07,9.262195648914498e-06,0.140625,0.234375,9.900066659887019e-06
OP0002,Shuff,-1.3995820981873683e-05,1.2648115131561883e-06,0.1328125,0.1875,1.526063249502987e-05
OP0002,Shuff,-6.5561143891126675e-06,3.1855285854218e-06,0.0859375,0.15625,9.741642974534467e-06
OP0002,Shuff,-1.8172012896188292e-07,1.0129627951830448e-05,0.125,0.1640625,1.031134808079233e-05
OP0002,Shuff,-2.7055034701262525e-05,2.2639420571825018e-05,0.140625,0.203125,4.969445527308754e-05
OP0002,Shuff,-7.859893544967314e-06,7.967465491368094e-06,0.09375,0.1796875,1.5827359036335408e-05
OP0002,Shuff,-1.1692992648435613e-05,2.1073296776763205e-05,0.1484375,0.21875,3.276628942519882e-05
OP0002,Shuff,-1.5062546670831186e-05,1.472181236675538e-05,0.1171875,0.2421875,2.9784359037586565e-05
OP0002,Shuff,-1.0136017161824114e-05,2.097799924589143e-05,0.0859375,0.2265625,3.1114016407715546e-05
OP0002,Shuff,-1.4422447946981224e-05,2.1427862275280075e-05,0.1484375,0.1875,3.5850310222261295e-05
OP0002,Shuff,-7.865744249791214e-06,1.2837405894960972e-05,0.0859375,0.1796875,2.0703150144752186e-05
OP0002,Shuff,-2.712118031072951e-05,2.1713150827378538e-05,0.1171875,0.1640625,4.883433113810805e-05
OP0002,Shuff,-7.726080666846875e-06,-2.572055412171145e-06,0.09375,0.234375,5.1540252546757295e-06
OP0002,Shuff,-9.917887190254706e-06,9.292330274638935e-06,0.0859375,0.2421875,1.921021746489364e-05
OP0002,Shuff,-1.4060677834837083e-05,1.3756458376101746e-05,0.125,0.1796875,2.781713621093883e-05
OP0002,Shuff,-1.2135908924146991e-05,1.1619363535666707e-05,0.0859375,0.1953125,2.37552724598137e-05
OP0002,Shuff,-8.691754785759629e-06,1.5485840505002987e-05,0.1328125,0.1875,2.4177595290762616e-05
OP0002,Shuff,-1.5392462216834422e-05,2.253616510263788e-06,0.0859375,0.2421875,1.7646078727098212e-05
OP0002,Shuff,-1.5395696520310975e-05,9.127693875028345e-06,0.109375,0.234375,2.4523390395339322e-05
OP0002,Shuff,-5.995742082712558e-06,1.17490811579796e-05,0.1484375,0.1953125,1.774482324069216e-05
OP0002,Shuff,-1.687156872854147e-05,2.341981455915937e-05,0.109375,0.1640625,4.029138328770084e-05
OP0002,Shuff,-1.4896899989548912e-05,3.241389892359512e-06,0.109375,0.2421875,1.8138289881908423e-05
OP0002,Shuff,-1.6253220715688356e-05,3.280506849409406e-07,0.0859375,0.1640625,1.6581271400629295e-05
OP0002,Shuff,-2.152976080891217e-05,8.864913420959004e-06,0.09375,0.15625,3.0394674229871174e-05
OP0002,Shuff,-7.030934396306041e-06,9.582618700022959e-06,0.125,0.2421875,1.6613553096329e-05
OP0002,Shuff,-1.572678723798727e-05,-2.990045195512298e-07,0.1484375,0.1953125,1.542778271843604e-05
OP0002,Shuff,-1.4188150587506051e-05,4.939166832069066e-06,0.09375,0.203125,1.9127317419575116e-05
OP0002,Shuff,-5.1160768425514935e-06,8.694829179957274e-06,0.1015625,0.2265625,1.3810906022508767e-05
OP0002,Shuff,-6.720652809082862e-06,1.336545063222617e-05,0.109375,0.171875,2.0086103441309033e-05
OP0002,Shuff,2.5190027067474954e-06,-1.326908715910722e-06,0.0859375,0.15625,3.8459114226582175e-06
OP0002,Shuff,-1.1378487797872941e-05,1.0201727371402775e-05,0.09375,0.2421875,2.1580215169275714e-05
OP0002,Shuff,-6.896963456597905e-06,2.0922965224821264e-05,0.09375,0.2421875,2.781992868141917e-05
OP0002,Shuff,-5.362083505859347e-06,1.8771518185277023e-05,0.1484375,0.1953125,2.413360169113637e-05
OP0002,Shuff,-7.046639954224889e-06,1.1615930870608307e-05,0.109375,0.171875,1.8662570824833197e-05
OP0003,Echo,-5.4377110085474185e-06,8.089394296548738e-06,0.1328125,0.2421875,1.3527105305096157e-05
OP0003,Echo,-6.839168709711961e-06,1.1659489820283e-05,0.1484375,0.2109375,1.849865852999496e-05
OP0003,Echo,-5.322747190538458e-06,-1.2716324179421744e-06,0.0859375,0.1796875,4.051114772596284e-06
OP0003,Echo,-2.3185525935360844e-05,1.5822942326018467e-05,0.1328125,0.2109375,3.9008468261379314e-05
OP0003,Echo,3.2030924815193765e-06,2.634876856319033e-06,0.0859375,0.171875,5.682156252003434e-07
OP0003,Echo,-5.898546387373094e-06,7.899081816840546e-06,0.1484375,0.2265625,1.379762820421364e-05
OP0003,Echo,-2.9171629559905527e-06,1.057447595439252e-05,0.09375,0.234375,1.3491638910383072e-05
OP0003,Echo,-1.1904749220518365e-05,5.856007360881988e-06,0.1015625,0.234375,1.7760756581400353e-05
OP0003,Echo,-6.457195112807872e-06,5.572610222767733e-06,0.125,0.2421875,1.2029805335575604e-05
OP0003,Echo,-5.728228133108009e-06,8.004819394116286e-06,0.140625,0.21875,1.3733047527224295e-05
OP0003,Echo,-8.7396345933676e-06,-1.7511032791746057e-06,0.140625,0.2421875,6.988531314192994e-06
OP0003,Echo,-1.008260321786345e-05,1.3578304142301877e-05,0.109375,0.2421875,2.3660907360165326e-05
OP0003,Echo,-9.660061579215697e-06,8.78673227243238e-06,0.140625,0.234375,1.844679385164808e-05
OP0003,Echo,-1.2758435330452468e-05,1.0700513635110666e-05,0.109375,0.2109375,2.3458948965563134e-05
OP0003,Echo,2.6292203181576934e-06,3.075284597377279e-06,0.125,0.15625,4.4606427921958564e-07
OP0003,Echo,-7.86696574526117e-06,2.2936809489542212e-06,0.109375,0.1875,1.0160646694215391e-05
OP0003,Echo,-4.203764394217752e-06,3.2348065204655732e-06,0.09375,0.21875,7.438570914683326e-06
OP0003,Echo,-1.784458658195973e-05,1.1665405262242805e-05,0.125,0.21875,2.9509991844202535e-05
OP0003,Echo,-6.027222906008957e-06,1.3542915719854072e-05,0.0859375,0.1875,1.957013862586303e-05
OP0003,Echo,-2.890015052078395e-06,3.628679583138963e-06,0.0859375,0.15625,6.518694635217358e-06
OP0003,Echo,-5.968429847531983e-06,2.664857980734256e-06,0.1484375,0.234375,8.63328782826624e-06
OP0003,Echo,-4.888570804519613e-06,1.1886119999765275e-06,0.1328125,0.1875,6.07718280449614e-06
OP0003,Echo,-2.0420382326010668e-05,-5.713219323348571e-06,0.1328125,0.15625,1.4707163002662098e-05
OP0003,Echo,-8.597670386450676e-06,1.2229160216529971e-06,0.0859375,0.1640625,9.820586408103673e-06
OP0003,Echo,-7.131648219149998e-06,3.9306448147653115e-06,0.140625,0.1796875,1.106229303391531e-05
OP0003,Echo,-9.692691397388016e-06,1.000889601551406e-05,0.1328125,0.2265625,1.9701587412902076e-05
OP0003,Echo,4.734697137955506e-06,2.2674311523399735e-05,0.09375,0.171875,1.7939614385444228e-05
OP0003,Echo,-1.3631865045002107e-05,3.4954347713867854e-06,0.140625,0.21875,1.7127299816388893e-05
OP0003,Echo,2.38533853386538e-06,4.465344605832724e-06,0.0859375,0.15625,2.0800060719673443e-06
OP0003,Echo,-1.2114651121742345e-05,1.4136393759258655e-05,0.09375,0.1953125,2.6251044881000998e-05
OP0003,Echo,-1.0616971159208715e-06,5.871731678294749e-06,0.1484375,0.1796875,6.93342879421562e-06
OP0003,Echo,-9.932930645713085e-06,8.358132331723337e-06,0.0859375,0.203125,1.8291062977436422e-05
OP0003,Echo,-1.3741900265129664e-05,8.679880802716454e-06,0.1171875,0.2421875,2.2421781067846117e-05
OP0003,Echo,-1.3218648865356286e-05,5.870024748537874e-06,0.1015625,0.171875,1.908867361389416e-05
OP0003,Echo,-7.205768169959035e-06,3.488905670773653e-06,0.0859375,0.2265625,1.0694673840732688e-05
OP0003,Echo,-3.419018289435972e-06,2.360260385627992e-05,0.0859375,0.234375,2.702162214571589e-05
OP0003,Echo,-1.4829323037397752e-05,1.1392042825713741e-05,0.09375,0.234375,2.6221365863111493e-05
OP0003,Echo,-6.487833139316937e-06,1.6770064444793744e-05,0.125,0.2421875,2.325789758411068e-05
OP0003,Echo,-4.655294192154607e-06,1.8207198952650972e-06,0.1484375,0.2109375,6.476014087419704e-06
OP0003,Echo,-7.546114377619042e-06,7.597683225868091e-06,0.1015625,0.171875,1.5143797603487133e-05
OP0003,Echo,-9.255289100323215e-06,3.298995409998622e-06,0.0859375,0.203125,1.2554284510321837e-05
OP0003,Echo,-8.434546900473837e-08,3.1762022366660104e-05,0.1328125,0.203125,3.184636783566484e-05
OP0003,Echo,-1.2620421166696558e-06,1.2196115526224236e-05,0.09375,0.2421875,1.3458157642893892e-05
OP0003,Echo,-4.250498057633983e-06,2.4703628048812762e-05,0.125,0.1875,2.8954126106446745e-05
OP0003,Echo,-3.6681567703331194e-06,7.91787879451298e-06,0.1484375,0.2421875,1.1586035564846099e-05
OP0003,Echo,-1.3823204044183145e-05,1.1316653875767653e-05,0.09375,0.2421875,2.5139857919950797e-05
OP0003,Echo,4.6154313171241603e-07,1.458045631039593e-05,0.09375,0.2265625,1.4118913178683515e-05
OP0003,Echo,-6.303584928548557e-06,1.846523483938874e-05,0.1484375,0.203125,2.4768819767937296e-05
OP0003,Echo,-3.4699501863298306e-06,1.335270300852073e-05,0.125,0.15625,1.682265319485056e-05
OP0003,Echo,-2.9971611114788844e-06,8.429958877833635e-07,0.1484375,0.203125,3.840156999262248e-06
OP0003,Echo,-1.2138171455067693e-05,1.7585076090947184e-05,0.0859375,0.1875,2.9723247546014875e-05
OP0003,Echo,5.345022901117816e-06,1.4736055330923283e-05,0.1484375,0.1796875,9.391032429805468e-06
OP0003,Echo,-2.434145738987224e-06,4.604370222373685e-06,0.0859375,0.203125,7.038515961360909e-06
OP0003,Echo,-6.682145307144769e-06,1.1793015607642425e-05,0.109375,0.203125,1.8475160914787193e-05
OP0003,Echo,-9.849516208117076e-06,1.2269746444916517e-05,0.0859375,0.1875,2.2119262653033593e-05
OP0003,Echo,5.282094161270257e-06,5.730428629504456e-06,0.1484375,0.15625,4.483344682341992e-07
OP0003,Echo,-9.322578390615458e-06,-2.228577807827957e-06,0.1484375,0.1875,7.094000582787501e-06
OP0003,Echo,-6.241259701189288e-06,2.8342976323793704e-06,0.09375,0.1796875,9.075557333568658e-06
OP0003,Echo,-1.4809239270628525e-05,7.096665038410422e-06,0.1328125,0.203125,2.190590430903895e-05
OP0003,Echo,1.527085407755145e-08,-7.113616073071665e-07,0.109375,0.15625,7.266324613847179e-07
OP0003,Echo,6.985144246678253e-07,5.387965171564805e-06,0.0859375,0.2421875,4.6894507468969795e-06
OP0003,Echo,-4.600207557796509e-06,2.052249953165014e-06,0.0859375,0.15625,6.652457510961523e-06
OP0003,Echo,-8.211327694157141e-07,5.421597355731943e-06,0.1484375,0.1875,6.242730125147657e-06
OP0003,Echo,-7.75154929990738e-06,2.9025952107539095e-06,0.0859375,0.1953125,1.0654144510661289e-05
