Subject,Cond,N100_amp,P200_amp,N100_latency,P200_latency,peak_to_peak
OP0001,Echo,-3.084782105145684e-08,1.2728920631825519e-05,0.09375,0.2109375,1.2759768452876975e-05
OP0001,Echo,-2.7650559596117628e-06,5.065412476415322e-06,0.0859375,0.1875,7.830468436027084e-06
OP0001,Echo,-7.624934664459316e-06,2.9799828698142505e-06,0.1484375,0.1953125,1.0604917534273567e-05
OP0001,Echo,1.8834200975256827e-07,7.2432807183801724e-06,0.1484375,0.1953125,7.054938708627604e-06
OP0001,Echo,-8.37205987723694e-06,6.181279117492554e-07,0.1328125,0.1875,8.990187788986195e-06
OP0001,Echo,-1.1914908863910531e-05,-8.225780863539343e-06,0.125,0.1875,3.6891280003711884e-06
OP0001,Shuff,2.0422118380239127e-06,3.0868061634228713e-06,0.1171875,0.171875,1.0445943253989586e-06
OP0001,Shuff,-7.083747206514323e-06,1.6006841682538187e-06,0.1328125,0.21875,8.684431374768141e-06
OP0001,Shuff,-1.3006744071881424e-06,3.8134144322011225e-06,0.125,0.234375,5.114088839389265e-06
OP0001,Shuff,-1.3620387880795515e-05,-6.8165616845754255e-06,0.09375,0.2265625,6.803826196220089e-06
OP0001,Shuff,-8.729818531114542e-06,-3.5502375713106196e-06,0.1328125,0.15625,5.179580959803923e-06
OP0001,Shuff,-1.0610290773143058e-05,2.8798486991491617e-06,0.1484375,0.21875,1.349013947229222e-05
OP0001,Shuff,2.739481294542144e-06,7.311811527342036e-06,0.0859375,0.21875,4.572330232799892e-06
OP0001,Shuff,-1.7320305963846903e-05,-3.765816516143442e-06,0.1171875,0.2109375,1.355448944770346e-05
OP0001,Shuff,-2.8416582457527483e-06,1.6112472382735048e-05,0.109375,0.1875,1.8954130628487795e-05
OP0001,Shuff,-1.4454284591464121e-05,-5.558839594393516e-07,0.1328125,0.1640625,1.389840063202477e-05
OP0001,Shuff,-5.939719912619335e-06,1.070656602279071e-05,0.1015625,0.234375,1.6646285935410043e-05
OP0001,Shuff,-2.449795855287312e-06,5.992649914575613e-06,0.0859375,0.234375,8.442445769862925e-06
OP0001,Shuff,-8.334491186064382e-06,1.0426677876896244e-05,0.140625,0.2421875,1.8761169062960624e-05
OP0001,Shuff,-7.733011962700849e-07,1.8454167905784442e-06,0.109375,0.1875,2.618717986848529e-06
OP0001,Shuff,-3.3495767685601913e-06,9.087593187974922e-06,0.1015625,0.1796875,1.2437169956535114e-05
OP0001,Shuff,-4.623895449319302e-06,-3.890645159205065e-06,0.1015625,0.2265625,7.332502901142378e-07
OP0001,Shuff,-3.733621461815611e-06,2.903545655492454e-06,0.1484375,0.234375,6.637167117308065e-06
OP0001,Shuff,2.293972366720895e-06,9.642840445795205e-06,0.109375,0.2421875,7.34886807907431e-06
OP0001,Shuff,-1.3573663823519845e-05,5.5243206048624375e-06,0.125,0.2421875,1.9097984428382284e-05
OP0001,Shuff,-4.068366238038365e-06,4.748652415308168e-06,0.140625,0.1875,8.817018653346534e-06
OP0001,Shuff,2.0298788771437565e-06,1.8088489784360252e-05,0.1328125,0.203125,1.6058610907216495e-05
OP0001,Shuff,-2.2422714593447433e-06,4.268841192282024e-06,0.140625,0.2421875,6.511112651626767e-06
OP0001,Shuff,-1.310731434330294e-06,5.393829988687824e-06,0.0859375,0.1875,6.704561423018118e-06
OP0001,Shuff,-3.345268628921474e-06,7.635605445486764e-06,0.0859375,0.171875,1.0980874074408238e-05
OP0001,Shuff,2.9595194815251435e-06,7.264416318460141e-06,0.109375,0.2421875,4.304896836934997e-06
OP0001,Shuff,-2.3909742127610757e-06,4.999514778351889e-06,0.125,0.15625,7.390488991112965e-06
OP0001,Shuff,-2.2243215701922412e-05,1.01307185082656e-05,0.125,0.1796875,3.237393421018801e-05
OP0001,Shuff,-1.5919423414347523e-05,9.109401000395016e-06,0.1171875,0.15625,2.502882441474254e-05
OP0001,Shuff,-5.55927279472724e-06,3.3297639703809906e-06,0.1484375,0.234375,8.88903676510823e-06
OP0001,Shuff,-8.023377945397424e-06,2.4247702297140996e-06,0.09375,0.2109375,1.0448148175111523e-05
OP0001,Shuff,-2.5602071501404283e-06,1.9474095361347694e-05,0.0859375,0.2109375,2.2034302511488122e-05
OP0001,Shuff,-1.7266339073863226e-05,6.2301178922001835e-06,0.1484375,0.1953125,2.3496456966063408e-05
OP0001,Shuff,-3.583060856712581e-06,7.985185625508402e-06,0.0859375,0.21875,1.1568246482220983e-05
OP0001,Shuff,-1.9055395791170313e-06,7.2580095085603944e-06,0.0859375,0.2109375,9.163549087677426e-06
OP0001,Shuff,-3.897821828321163e-06,2.9769566708888118e-06,0.125,0.1796875,6.874778499209974e-06
OP0001,Shuff,-4.054795038588268e-07,1.0183006322651824e-05,0.0859375,0.203125,1.0588485826510651e-05
OP0001,Shuff,-1.307510929640305e-05,1.1077724181786707e-05,0.0859375,0.203125,2.4152833478189757e-05
OP0001,Shuff,1.599107164039293e-08,1.2594083930896133e-05,0.109375,0.15625,1.257809285925574e-05
OP0001,Shuff,1.2097878258462347e-06,1.3776812456532916e-05,0.0859375,0.15625,1.2567024630686681e-05
OP0001,Shuff,6.753203867870256e-06,1.1637144649423774e-05,0.125,0.2265625,4.883940781553518e-06
OP0001,Shuff,-6.456166231988447e-06,1.5115575667617667e-06,0.140625,0.1875,7.967723798750214e-06
OP0001,Shuff,1.0918020237232977e-05,1.5593764744321774e-05,0.125,0.15625,4.675744507088797e-06
OP0001,Shuff,-1.4989074946075014e-06,9.004952963633319e-06,0.1171875,0.1953125,1.050386045824082e-05
OP0001,Shuff,-1.146354129624555e-05,8.43529920925205e-06,0.09375,0.203125,1.98988405054976e-05
OP0001,Shuff,-1.4650851423782291e-05,1.273717010661414e-05,0.140625,0.1796875,2.7388021530396433e-05
OP0001,Shuff,-9.88240736385124e-06,-5.6975017365003225e-06,0.1484375,0.171875,4.184905627350918e-06
OP0001,Shuff,-3.139234424901786e-06,1.361965823330029e-05,0.1328125,0.171875,1.6758892658202074e-05
OP0001,Shuff,-1.3320113172913284e-05,1.6573306217490636e-05,0.125,0.171875,2.9893419390403922e-05
OP0001,Shuff,-1.1379434621199375e-05,7.046857772862948e-06,0.140625,0.1875,1.8426292394062324e-05
OP0001,Shuff,-3.5836079257857875e-06,1.0740379847685072e-06,0.0859375,0.203125,4.657645910554295e-06
OP0001,Shuff,-7.1371101631823225e-06,2.987434047696194e-06,0.1171875,0.234375,1.0124544210878517e-05
OP0001,Shuff,-9.688824471586456e-06,1.0798053709283817e-05,0.1171875,0.2421875,2.0486878180870274e-05
OP0001,Shuff,-5.3046730206885516e-06,1.248713295363818e-06,0.1171875,0.2421875,6.553386316052369e-06
OP0001,Shuff,-4.9426219385240225e-06,6.458880075655807e-06,0.1015625,0.21875,1.140150201417983e-05
OP0001,Shuff,-8.419317565810083e-06,9.04791942324954e-06,0.125,0.2265625,1.7467236989059623e-05
